,NAME,ROUNDS,SCORING,DRIVE_DISTANCE,FWY_%,GIR_%,SG_P,SG_TTG,SG_T,POINTS,TOP 10,1ST,Year,MONEY,COUNTRY
1263,Peter Hanson,45,70.368,295.3,56.31,61.24,0.484,0.024,0.508,356,1,0,2013,610178,SWE
1264,Phil Mickelson,78,69.742,287.9,57.3,66.67,0.6609999999999999,0.775,1.436,1313,7,2,2013,5495793,USA
1265,Richard Lee,81,70.91199999999999,279.1,66.95,66.52,0.564,-0.251,0.313,569,2,0,2013,920836,CAN
1266,Rickie Fowler,75,70.212,286.4,62.27,63.59,0.425,0.358,0.7829999999999999,1334,5,0,2013,1816742,USA
1267,Ricky Barnes,74,71.34100000000001,289.4,60.31,70.48,-0.584,0.306,-0.278,342,0,0,2013,553878,USA
1268,Robert Allenby,58,72.056,284.9,57.87,62.4,-0.337,-0.522,-0.8590000000000001,129,1,0,2013,204272,AUS
1269,Robert Garrigus,69,71.058,302.4,55.37,66.15,-0.43700000000000006,0.5529999999999999,0.11599999999999999,601,2,0,2013,1132355,USA
1270,Robert Karlsson,56,71.482,287.2,60.19,63.14,-0.337,0.051,-0.28600000000000003,236,1,0,2013,444238,SWE
1271,Robert Streb,75,71.089,297.7,59.57,65.57,0.0,-0.231,-0.231,359,0,0,2013,454871,USA
1272,Roberto Castro,97,70.494,282.3,67.36,67.3,-0.465,0.9309999999999999,0.466,645,4,0,2013,2154898,USA
1273,Rod Pampling,46,71.943,282.6,62.35,64.55,-0.564,-0.293,-0.857,109,0,0,2013,110451,AUS
1274,Rory McIlroy,56,70.288,302.2,57.92,65.45,-0.09300000000000001,1.077,0.985,1190,5,0,2013,1802443,NIR
1275,Rory Sabbatini,86,70.51100000000001,293.1,59.72,67.75,-0.27399999999999997,0.743,0.469,1230,5,0,2013,1327822,RSA
1276,Russell Henley,80,70.57,289.0,64.68,64.25,0.609,0.145,0.754,1238,3,1,2013,2008026,USA
1277,Ryan Moore,72,70.825,282.3,68.44,64.32,-0.027999999999999997,0.377,0.35,1185,3,0,2013,1490265,USA
1278,Ryan Palmer,79,70.167,301.5,57.69,66.24,0.33299999999999996,0.55,0.883,823,4,0,2013,1521592,USA
1279,Ryo Ishikawa,72,71.515,291.3,55.48,66.03,-0.6829999999999999,0.136,-0.547,298,1,0,2013,424541,JPN
1280,Sangmoon Bae,83,71.111,285.3,58.39,63.72,0.371,-0.488,-0.11599999999999999,918,2,1,2013,1714640,KOR
1281,Scott Brown,65,71.25,289.5,62.32,64.1,-0.217,0.151,-0.067,628,1,1,2013,1012142,USA
1282,Scott Gardiner,61,72.082,288.4,58.52,64.12,-0.33,-0.649,-0.9790000000000001,161,0,0,2013,219645,AUS
1283,Scott Langley,79,71.26899999999999,278.9,62.45,64.0,0.04,-0.21100000000000002,-0.171,426,1,0,2013,590684,USA
1284,Scott Piercy,78,71.273,298.2,53.57,62.3,-0.184,0.1,-0.083,1193,4,0,2013,1830084,USA
1285,Scott Stallings,79,71.135,295.7,58.73,64.63,0.146,-0.381,-0.235,991,4,0,2013,1622627,USA
1286,Sean O'Hair,56,72.107,299.7,55.66,62.0,-0.27699999999999997,-0.745,-1.022,183,0,0,2013,268614,USA
1287,Sergio Garcia,65,69.543,291.0,61.28,67.46,0.591,0.9279999999999999,1.5190000000000001,635,6,0,2013,2251139,ESP
1288,Seung-Yul Noh,71,71.625,298.8,51.5,64.26,-0.46299999999999997,-0.009000000000000001,-0.47200000000000003,226,1,0,2013,391763,KOR
1289,Shawn Stefani,63,71.11399999999999,297.2,54.97,63.67,0.33799999999999997,-0.573,-0.235,333,2,0,2013,511399,USA
1290,Stephen Ames,49,71.454,280.7,58.53,61.11,0.713,-1.297,-0.584,182,0,0,2013,188987,CAN
1291,Steve LeBrun,66,71.551,294.1,60.16,67.47,-0.18100000000000002,-0.217,-0.39799999999999996,270,0,0,2013,337157,USA
1292,Steve Stricker,51,68.893,283.6,70.65,71.16,0.72,1.474,2.193,2650,8,0,2013,4440532,USA
1293,Steven Bowditch,67,71.335,300.2,53.04,61.97,-0.046,-0.28300000000000003,-0.32899999999999996,400,1,0,2013,697775,AUS
1294,Stewart Cink,71,70.633,290.0,57.19,67.76,-0.23800000000000002,0.654,0.41600000000000004,783,3,0,2013,1052712,USA
1295,Stuart Appleby,88,70.834,284.7,62.53,65.21,0.353,-0.11199999999999999,0.24100000000000002,570,1,0,2013,538333,AUS
1296,Tag Ridings,69,71.16199999999999,299.6,53.38,65.81,0.053,-0.22399999999999998,-0.171,295,1,0,2013,428922,USA
1297,"Ted Potter, Jr.",65,70.615,280.3,68.03,64.48,0.247,0.16,0.406,518,2,0,2013,829770,USA
1298,Tiger Woods,61,68.944,293.2,62.5,67.59,0.426,1.6369999999999998,2.064,2743,8,5,2013,8553439,USA
1299,Tim Clark,64,70.693,273.9,70.31,62.02,0.057999999999999996,0.086,0.14400000000000002,703,3,0,2013,1355952,RSA
1300,Tim Herron,45,71.479,283.6,52.24,59.75,-0.040999999999999995,-0.29600000000000004,-0.33799999999999997,190,0,0,2013,302570,USA
1301,Tom Gillis,69,71.559,286.3,64.75,60.68,0.17300000000000001,-0.716,-0.5429999999999999,264,0,0,2013,345325,USA
1302,Tommy Gainey,84,71.892,291.0,56.34,61.04,0.08900000000000001,-0.87,-0.7809999999999999,324,1,0,2013,520479,USA
1303,Trevor Immelman,73,71.491,283.6,61.19,66.51,-0.365,0.07400000000000001,-0.29100000000000004,295,1,0,2013,360549,RSA
1304,Troy Matteson,68,71.889,294.1,55.39,64.81,0.003,-0.614,-0.61,194,0,0,2013,245090,USA
1305,Vaughn Taylor,50,70.89699999999999,289.8,65.32,63.53,0.10300000000000001,-0.141,-0.038,246,1,0,2013,399286,USA
1306,Vijay Singh,61,70.995,288.1,62.31,69.13,-0.8759999999999999,0.851,-0.025,291,0,0,2013,309351,FIJ
1307,Webb Simpson,92,69.783,285.4,63.3,66.67,0.313,0.958,1.271,1050,5,0,2013,2957582,USA
1308,Will Claxton,67,71.889,284.9,62.8,65.7,-0.7090000000000001,-0.095,-0.804,186,0,0,2013,206722,USA
1309,William McGirt,75,71.0,281.8,62.3,65.33,0.22899999999999998,-0.161,0.068,533,2,0,2013,867384,USA
1310,Y.E. Yang,56,71.348,286.7,62.79,62.7,-0.069,-0.504,-0.573,182,0,0,2013,259118,KOR
1311,Zach Johnson,84,70.07300000000001,278.8,69.68,68.14,0.365,0.479,0.8440000000000001,2238,8,1,2013,4044509,USA
1312,�?ngel Cabrera,73,70.89699999999999,294.0,56.19,64.99,0.069,-0.006,0.063,956,2,0,2013,1791183,ARG
1313,Aaron Baddeley,74,70.796,293.8,52.29,59.8,0.872,-0.828,0.044000000000000004,528,2,0,2014,942559,AUS
1314,Adam Scott,68,69.205,303.5,61.51,68.79,0.22,1.5,1.72,835,10,1,2014,4098588,AUS
1315,Andres Romero,81,70.852,294.6,54.79,60.53,0.353,-0.207,0.145,655,1,0,2014,782184,ARG
1316,Andrew Loupe,65,71.142,308.0,50.0,63.11,0.35,-0.485,-0.136,380,1,0,2014,563121,USA
1317,Andrew Svoboda,77,70.71300000000001,287.4,66.14,68.11,-0.026000000000000002,0.37,0.344,702,2,0,2014,1168073,USA
1318,Ben Crane,81,70.954,279.0,66.4,63.44,0.138,-0.29,-0.152,1199,2,1,2014,1534634,USA
1319,Ben Curtis,77,71.354,279.5,64.8,62.63,0.4,-0.616,-0.21600000000000003,406,1,0,2014,625515,USA
1320,Ben Martin,80,70.732,291.7,64.34,66.04,0.29100000000000004,0.13,0.42100000000000004,899,3,0,2014,1482836,USA
1321,Bill Haas,107,70.132,291.9,62.94,68.62,0.147,0.943,1.09,655,5,0,2014,2841521,USA
1322,Billy Horschel,92,70.521,291.6,67.04,70.43,0.22,0.518,0.738,4750,5,2,2014,4814787,USA
1323,Billy Hurley III,86,70.696,276.7,70.44,65.89,0.039,0.27,0.309,685,4,0,2014,1145299,USA
1324,Bo Van Pelt,83,70.827,291.3,62.83,68.61,-0.053,0.431,0.37799999999999995,866,1,0,2014,982218,USA
1325,Boo Weekley,73,71.307,288.3,69.57,68.06,-1.1520000000000001,0.875,-0.27699999999999997,536,1,0,2014,832673,USA
1326,Brad Fritsch,50,70.888,294.4,60.24,65.05,-0.05,0.11,0.06,322,3,0,2014,568391,CAN
1327,Brandt Snedeker,89,70.671,285.6,63.7,63.28,0.326,0.318,0.644,812,3,0,2014,1652380,USA
1328,Brendan Steele,89,70.798,298.9,59.51,66.47,0.121,0.39799999999999996,0.519,881,4,0,2014,1359890,USA
1329,Brendon Todd,108,70.04899999999999,280.3,64.85,63.99,0.664,0.129,0.7929999999999999,508,7,1,2014,3396747,USA
1330,Brendon de Jonge,109,70.801,287.9,67.87,64.48,-0.032,0.256,0.22399999999999998,762,2,0,2014,1171395,ZIM
1331,Brian Davis,93,71.232,278.2,67.23,61.47,0.145,-0.085,0.061,538,0,0,2014,842539,ENG
1332,Brian Gay,81,71.493,271.6,61.99,59.21,0.268,-0.733,-0.465,375,1,0,2014,605368,USA
1333,Brian Harman,111,70.391,289.0,60.96,64.26,0.113,0.40299999999999997,0.515,1571,6,1,2014,2414334,USA
1334,Brian Stuard,91,70.54899999999999,283.4,66.14,63.86,0.28300000000000003,0.042,0.326,1315,4,0,2014,1852531,USA
1335,Brice Garnett,92,71.039,289.3,58.91,65.15,0.109,-0.255,-0.147,488,1,0,2014,617805,USA
1336,Briny Baird,50,71.679,281.6,63.7,63.44,-0.156,-0.419,-0.575,366,1,0,2014,616316,USA
1337,Bronson La'Cassie,51,71.77199999999999,284.9,59.76,61.35,-0.08800000000000001,-0.431,-0.519,128,0,0,2014,160632,AUS
1338,Bryce Molder,77,71.112,278.7,59.49,63.93,0.249,-0.48200000000000004,-0.233,565,2,0,2014,828605,USA
1339,Bubba Watson,76,69.712,314.3,60.47,67.96,-0.05,1.402,1.3519999999999999,2285,8,2,2014,6336978,USA
1340,Bud Cauley,56,71.06,293.4,57.54,67.46,-0.389,0.284,-0.105,357,1,0,2014,647886,USA
1341,Cameron Tringale,111,70.63,282.9,63.87,66.77,0.107,0.56,0.6679999999999999,600,3,0,2014,2169723,USA
1342,Camilo Villegas,95,70.71600000000001,292.5,59.95,66.96,0.0,0.316,0.315,1342,1,1,2014,1642124,COL
1343,Carl Pettersson,91,70.52,295.5,58.79,66.67,-0.138,0.397,0.259,1173,4,0,2014,1348393,SWE
1344,Chad Campbell,57,70.59,287.8,65.36,72.43,-0.434,0.7090000000000001,0.275,317,1,0,2014,470798,USA
1345,Chad Collins,78,71.315,275.4,59.67,59.98,0.43799999999999994,-0.884,-0.446,295,1,0,2014,408434,USA
1346,Charl Schwartzel,64,69.671,297.8,59.45,63.53,0.055,1.286,1.341,1405,5,0,2014,1997482,RSA
1347,Charles Howell III,106,70.134,304.1,52.77,67.66,0.037000000000000005,0.7170000000000001,0.755,1592,6,0,2014,1997044,USA
1348,Charley Hoffman,93,70.464,299.2,58.69,67.08,0.266,0.691,0.956,1291,5,0,2014,1977296,USA
1349,Charlie Beljan,76,71.28,303.8,59.02,65.2,-0.231,-0.057999999999999996,-0.289,409,1,0,2014,712652,USA
1350,Charlie Wi,72,71.067,281.0,57.74,60.87,0.11199999999999999,-0.221,-0.10800000000000001,329,0,0,2014,384796,KOR
1351,Chesson Hadley,84,71.212,290.6,57.01,63.03,0.040999999999999995,-0.18,-0.14,1338,4,1,2014,1703316,USA
1352,Chris Kirk,105,70.15,291.0,62.78,63.46,0.374,0.489,0.862,3100,5,2,2014,4854777,USA
1353,Chris Stroud,88,70.476,285.8,63.93,65.21,0.182,0.23600000000000002,0.418,1344,4,0,2014,1826399,USA
1354,D.A. Points,75,72.23899999999999,284.5,62.56,62.71,-0.344,-0.753,-1.097,206,0,0,2014,364653,USA
1355,D.H. Lee,54,71.914,276.2,66.47,59.89,0.024,-0.82,-0.7959999999999999,94,0,0,2014,138642,KOR
1356,Daniel Summerhays,98,70.566,282.2,66.3,66.89,0.49200000000000005,0.184,0.675,1242,2,0,2014,1509543,USA
1357,Danny Lee,84,70.80199999999999,284.2,65.05,64.44,0.141,-0.12300000000000001,0.018000000000000002,800,1,0,2014,781295,NZL
1358,David Hearn,97,70.83,279.1,67.48,66.38,0.315,0.136,0.451,930,3,0,2014,1138324,CAN
1359,David Lingmerth,80,71.469,289.8,59.83,63.3,-0.087,-0.22,-0.307,391,2,0,2014,676661,SWE
1360,David Toms,64,70.35,275.1,75.49,68.73,0.055,0.405,0.46,502,2,0,2014,801355,USA
1361,Davis Love III,74,71.36399999999999,296.3,59.04,64.51,-0.361,-0.055999999999999994,-0.418,253,0,0,2014,284800,USA
1362,Derek Ernst,80,72.593,297.0,64.41,63.52,-0.5579999999999999,-0.7979999999999999,-1.3559999999999999,218,0,0,2014,305654,USA
1363,Dustin Johnson,58,69.546,311.0,57.18,68.03,0.08199999999999999,1.249,1.331,210,7,1,2014,4249180,USA
1364,Erik Compton,88,70.829,283.3,58.48,63.07,0.282,-0.259,0.023,1117,3,0,2014,1796143,USA
1365,Ernie Els,85,70.736,291.2,53.26,61.6,-0.171,0.654,0.483,1467,3,0,2014,1799569,RSA
1366,Freddie Jacobson,91,70.604,284.6,59.35,62.58,0.7040000000000001,-0.293,0.41100000000000003,1068,4,0,2014,1901789,SWE
1367,Gary Woodland,93,70.249,304.1,59.49,66.55,-0.149,1.0490000000000002,0.9,595,5,0,2014,2734153,USA
1368,Geoff Ogilvy,84,71.422,292.5,58.51,64.51,-0.331,-0.032,-0.363,470,2,1,2014,1809632,AUS
1369,George McNeill,79,70.248,286.1,62.22,66.17,0.271,0.528,0.799,1352,4,0,2014,2014357,USA
1370,Gonzalo Fernandez-Castaño,83,71.294,288.1,59.93,60.84,-0.12,-0.092,-0.21100000000000002,863,1,0,2014,926493,ESP
1371,Graeme McDowell,66,69.642,278.0,69.2,65.77,0.882,0.289,1.171,1256,8,0,2014,2077387,NIR
1372,Graham DeLaet,80,69.943,303.4,62.07,70.68,-0.09300000000000001,1.262,1.168,1553,7,0,2014,2616518,CAN
1373,Greg Chalmers,85,71.251,280.7,58.51,59.88,0.856,-0.9890000000000001,-0.133,402,1,0,2014,578979,AUS
1374,Harris English,95,70.094,299.2,59.95,68.36,-0.027999999999999997,0.706,0.677,1662,7,1,2014,2947322,USA
1375,Heath Slocum,71,70.737,277.8,72.41,67.31,-0.078,0.327,0.249,419,1,0,2014,566167,USA
1376,Henrik Stenson,56,70.166,293.2,68.78,69.03,-0.17,1.162,0.992,1315,3,0,2014,1894235,SWE
1377,Hideki Matsuyama,82,70.083,294.8,61.52,64.03,-0.39299999999999996,1.545,1.1520000000000001,475,4,1,2014,2837477,JPN
1378,Hudson Swafford,75,71.167,297.5,64.28,68.78,-0.2,-0.11599999999999999,-0.316,351,1,0,2014,513883,USA
1379,Hunter Mahan,88,70.574,295.8,65.1,66.67,0.207,0.314,0.52,1835,6,1,2014,3097983,USA
1380,Ian Poulter,57,70.722,288.1,61.35,62.4,0.067,-0.106,-0.038,892,2,0,2014,1616693,ENG
1381,J.B. Holmes,86,70.721,308.0,54.71,60.92,-0.075,0.47600000000000003,0.401,1467,2,1,2014,2365204,USA
1382,J.J. Henry,91,71.064,290.7,64.39,69.6,-0.187,-0.032,-0.21899999999999997,425,0,0,2014,554615,USA
1383,James Driscoll,71,71.454,284.2,52.68,60.88,0.12300000000000001,-0.958,-0.835,311,0,0,2014,371404,USA
1384,James Hahn,82,71.186,289.6,60.83,63.96,-0.306,0.07,-0.23600000000000002,456,2,0,2014,735259,USA
1385,Jamie Lovemark,64,71.345,302.4,53.94,64.91,-0.585,0.235,-0.35100000000000003,212,0,0,2014,305944,USA
1386,Jason Bohn,81,70.892,280.0,64.95,64.75,0.126,-0.253,-0.127,1011,3,0,2014,1585189,USA
1387,Jason Day,54,69.626,301.2,58.72,64.0,0.317,1.073,1.389,1200,6,1,2014,3789574,AUS
1388,Jason Dufner,57,70.9,285.3,63.76,66.26,-0.5760000000000001,1.0979999999999999,0.522,798,4,0,2014,1651491,USA
1389,Jason Kokrak,65,70.307,303.4,55.64,65.38,0.222,0.6859999999999999,0.9079999999999999,932,2,0,2014,1200381,USA
1390,Jeff Maggert,54,71.612,276.6,68.83,65.74,-0.652,-0.096,-0.748,195,1,0,2014,360157,USA
1391,Jeff Overton,80,70.734,287.5,57.36,65.79,0.017,0.044000000000000004,0.061,719,3,0,2014,1115467,USA
1392,Jerry Kelly,80,70.34899999999999,277.5,66.49,65.56,0.239,0.28800000000000003,0.527,1175,4,0,2014,1451059,USA
1393,Jhonattan Vegas,77,71.02199999999999,304.8,61.16,69.11,-0.37,0.314,-0.055999999999999994,528,2,0,2014,751763,VEN
1394,Jim Furyk,84,69.2,279.3,73.18,68.75,0.091,1.705,1.796,2450,11,0,2014,5987395,USA
1395,Jim Herman,62,71.619,294.7,62.18,66.38,-0.36200000000000004,-0.488,-0.85,142,0,0,2014,187337,USA
1396,Jim Renner,61,71.843,288.2,56.5,62.71,-0.792,-0.221,-1.013,346,1,0,2014,763978,USA
1397,Jimmy Walker,98,69.789,301.0,51.67,67.59,0.479,0.774,1.253,1668,10,3,2014,5787016,USA
1398,John Huh,87,71.24,283.9,66.87,64.39,-0.159,-0.01,-0.16899999999999998,698,2,0,2014,974043,USA
1399,John Merrick,87,71.852,285.3,68.62,68.07,-0.568,0.051,-0.517,399,0,0,2014,516148,USA
1400,John Peterson,62,71.47,288.1,64.0,65.56,-0.8190000000000001,0.34,-0.48,170,0,0,2014,238230,USA
1401,John Rollins,84,71.932,290.1,59.8,64.86,-0.252,-0.395,-0.647,244,0,0,2014,289757,USA
1402,John Senden,99,70.27,288.9,64.25,67.85,0.47600000000000003,0.32799999999999996,0.805,585,5,1,2014,2856685,AUS
1403,Johnson Wagner,69,71.444,287.1,56.95,64.1,0.05,-0.616,-0.565,323,1,0,2014,393729,USA
1404,Jonas Blixt,64,71.581,286.1,56.16,61.11,0.303,-0.512,-0.209,599,1,0,2014,1342198,SWE
1405,Jonathan Byrd,76,71.083,288.1,61.58,64.89,-0.271,-0.027000000000000003,-0.298,383,1,0,2014,617014,USA
1406,Jordan Spieth,102,69.946,289.7,58.79,62.47,0.39899999999999997,0.581,0.98,698,8,0,2014,4342748,USA
1407,Josh Teater,90,71.301,294.6,61.22,65.09,-0.218,0.076,-0.14300000000000002,334,0,0,2014,366241,USA
1408,Justin Hicks,103,70.836,285.1,73.46,71.44,0.069,-0.003,0.066,923,3,0,2014,1544061,USA
1409,Justin Leonard,75,70.895,270.3,65.04,57.78,0.496,-0.677,-0.18100000000000002,491,2,0,2014,807949,USA
1410,Justin Rose,70,69.624,295.1,59.92,66.91,-0.04,1.506,1.466,850,8,1,2014,3926768,ENG
1411,K.J. Choi,80,70.87,279.8,64.22,62.08,0.332,-0.039,0.293,1019,2,0,2014,1677848,KOR
1412,Keegan Bradley,89,70.031,302.2,62.36,66.67,0.254,0.74,0.9940000000000001,1621,6,0,2014,2828638,USA
1413,Ken Duke,80,71.137,275.5,70.18,67.17,-0.409,0.23,-0.17800000000000002,305,0,0,2014,455589,USA
1414,Kevin Chappell,100,70.46600000000001,296.2,64.9,67.59,-0.278,0.97,0.6920000000000001,1268,1,0,2014,1343412,USA
1415,Kevin Kisner,85,70.718,287.8,61.43,65.29,0.38799999999999996,0.009000000000000001,0.397,587,3,0,2014,954497,USA
1416,Kevin Na,94,69.99600000000001,280.3,64.32,64.72,0.315,0.638,0.9540000000000001,528,6,0,2014,3153107,USA
1417,Kevin Stadler,90,70.62,291.6,64.28,68.91,-0.467,0.878,0.41100000000000003,1537,3,1,2014,2300307,USA
1418,Kevin Streelman,79,71.354,288.6,68.04,63.25,0.006,0.068,0.07400000000000001,1354,2,1,2014,2107994,USA
1419,Kevin Tway,64,71.91199999999999,294.5,58.95,64.35,-0.157,-0.677,-0.8340000000000001,172,0,0,2014,167278,USA
1420,Kyle Stanley,87,71.745,297.5,61.26,66.87,-1.385,0.552,-0.8340000000000001,297,1,0,2014,473581,USA
1421,Lee Westwood,57,70.738,292.3,61.22,63.69,0.151,0.495,0.6459999999999999,577,2,0,2014,1223104,ENG
1422,Louis Oosthuizen,50,70.852,300.5,60.9,66.43,-0.429,0.212,-0.217,453,1,0,2014,946134,RSA
1423,Lucas Glover,68,72.233,300.6,64.02,67.0,-1.475,0.539,-0.9359999999999999,129,0,0,2014,210166,USA
1424,Luke Donald,57,70.735,278.1,62.56,63.0,0.517,0.17300000000000001,0.69,798,3,0,2014,1451440,ENG
1425,Luke Guthrie,85,70.638,287.6,58.99,63.53,0.19,0.109,0.299,580,2,0,2014,840555,USA
1426,Marc Leishman,81,70.152,297.6,57.97,65.21,-0.017,0.7659999999999999,0.7490000000000001,1240,6,0,2014,2558657,AUS
1427,Mark Wilson,69,71.732,279.6,67.0,63.25,-0.539,-0.265,-0.804,142,0,0,2014,155313,USA
1428,Martin Flores,85,71.199,296.0,56.71,66.54,-0.14400000000000002,0.36200000000000004,0.218,534,1,0,2014,1035447,USA
1429,Martin Kaymer,65,70.468,294.9,61.27,64.58,-0.111,0.355,0.244,655,4,2,2014,4532537,GER
1430,Martin Laird,66,71.436,297.2,61.26,66.31,-0.154,0.038,-0.11599999999999999,425,1,0,2014,583663,SCO
1431,Matt Every,85,70.722,286.3,56.72,63.33,0.733,-0.23600000000000002,0.49700000000000005,1354,6,1,2014,2540370,USA
1432,Matt Jones,83,71.021,296.3,58.5,63.25,0.142,-0.028999999999999998,0.113,1051,1,1,2014,1928154,AUS
1433,Matt Kuchar,91,69.416,283.8,67.37,66.92,0.457,1.117,1.5730000000000002,1300,11,1,2014,4695515,USA
1434,Michael Putnam,106,70.905,293.0,61.08,67.05,-0.409,0.517,0.10800000000000001,708,1,0,2014,818799,USA
1435,Michael Thompson,74,71.194,289.2,62.22,65.69,0.466,-0.317,0.149,515,1,0,2014,932300,USA
1436,Mike Weir,69,71.789,271.2,52.76,57.44,0.256,-0.882,-0.626,375,1,0,2014,854413,CAN
1437,Morgan Hoffmann,103,70.899,295.4,54.09,62.74,0.506,-0.47200000000000003,0.034,518,2,0,2014,1595922,USA
1438,Nicholas Thompson,85,71.657,287.0,67.08,66.67,-0.622,0.105,-0.517,437,1,0,2014,713377,USA
1439,Nick Watney,80,70.756,295.8,63.97,67.33,-0.075,0.687,0.613,584,2,0,2014,913398,USA
1440,Pat Perez,84,71.11,286.4,60.05,64.35,0.251,-0.255,-0.004,682,3,0,2014,1315080,USA
1441,Patrick Reed,92,70.598,292.3,55.59,63.64,0.249,0.081,0.331,598,4,2,2014,4026076,USA
1442,Paul Casey,56,70.152,293.0,60.49,65.77,0.28300000000000003,0.725,1.008,699,0,0,2014,877968,ENG
1443,Phil Mickelson,71,70.278,292.4,58.01,65.26,0.23399999999999999,0.634,0.868,1046,1,0,2014,2158019,USA
1444,Retief Goosen,94,70.72800000000001,288.8,55.9,63.64,0.35200000000000004,-0.024,0.32899999999999996,591,2,0,2014,826073,RSA
1445,Richard Lee,80,71.528,285.1,61.86,59.97,0.446,-0.878,-0.43200000000000005,376,2,0,2014,618443,NZL
1446,Rickie Fowler,91,70.172,297.5,59.93,64.51,0.29,0.48,0.769,1225,10,0,2014,4806117,USA
1447,Ricky Barnes,92,70.671,290.7,54.85,64.96,0.157,0.145,0.302,530,2,0,2014,706855,USA
1448,Robert Allenby,83,70.92,284.9,61.47,67.63,-0.163,0.26899999999999996,0.105,438,0,0,2014,514288,AUS
1449,Robert Garrigus,80,70.72800000000001,306.1,57.18,65.14,0.047,0.382,0.429,678,2,0,2014,1095474,USA
1450,Robert Streb,75,70.502,300.0,59.62,65.65,0.11900000000000001,0.319,0.43799999999999994,966,2,0,2014,1300075,USA
1451,Roberto Castro,76,71.617,283.9,62.95,60.44,-0.384,0.084,-0.3,387,1,0,2014,615933,USA
1452,Rory McIlroy,66,68.827,310.5,59.93,69.44,0.27399999999999997,1.992,2.266,3050,12,3,2014,8280096,NIR
1453,Rory Sabbatini,82,71.381,294.2,55.48,65.38,-0.326,-0.245,-0.5710000000000001,567,3,0,2014,1024736,RSA
1454,Russell Henley,92,71.37899999999999,293.7,63.67,61.84,0.332,-0.43799999999999994,-0.106,635,3,1,2014,2590493,USA
1455,Russell Knox,92,70.111,285.7,67.6,68.0,-0.11599999999999999,0.938,0.8220000000000001,1480,3,0,2014,1513630,SCO
1456,Ryan Moore,86,70.344,284.7,69.92,67.99,0.042,0.794,0.836,1534,7,1,2014,3098263,USA
1457,Ryan Palmer,85,69.993,300.4,58.55,66.67,0.295,0.971,1.265,730,8,0,2014,2924300,USA
1458,Ryo Ishikawa,75,70.98,291.0,53.26,64.96,0.092,0.231,0.32299999999999995,936,3,0,2014,1380579,JPN
1459,Sangmoon Bae,76,71.168,288.5,61.39,62.94,0.418,-0.20199999999999999,0.21600000000000003,466,0,0,2014,718111,KOR
1460,Scott Brown,100,70.936,287.2,66.55,65.0,0.21100000000000002,0.134,0.345,821,4,0,2014,1441725,USA
1461,Scott Langley,95,70.66199999999999,281.3,61.08,64.16,0.268,0.016,0.284,898,1,0,2014,1151496,USA
1462,Scott Stallings,77,71.835,300.4,56.04,63.16,-0.305,-0.369,-0.6729999999999999,831,1,1,2014,1385689,USA
1463,Sean O'Hair,77,71.24,300.5,53.73,63.42,0.08199999999999999,-0.327,-0.244,278,1,0,2014,408793,USA
1464,Sergio Garcia,61,68.95,294.3,62.19,68.68,0.16699999999999998,1.818,1.984,815,10,0,2014,4939606,ESP
1465,Seung-Yul Noh,92,70.661,296.5,55.02,66.97,-0.121,0.42700000000000005,0.306,1590,3,1,2014,2115234,KOR
1466,Shawn Stefani,60,70.609,297.7,64.17,66.2,-0.146,0.564,0.418,842,2,0,2014,1369259,USA
1467,Spencer Levin,59,71.086,280.1,64.92,64.31,-0.094,-0.23,-0.324,246,0,0,2014,277780,USA
1468,Steven Bowditch,93,71.145,298.1,55.13,63.38,-0.581,0.39899999999999997,-0.182,1213,1,1,2014,1734693,AUS
1469,Stewart Cink,91,70.847,293.7,59.45,66.36,-0.131,0.243,0.113,866,0,0,2014,929166,USA
1470,Stuart Appleby,92,70.59899999999999,278.6,60.42,62.96,0.48700000000000004,-0.126,0.361,1755,3,0,2014,1477971,AUS
1471,"Ted Potter, Jr.",68,71.087,278.4,69.56,65.11,-0.21600000000000003,0.125,-0.09,311,0,0,2014,386341,USA
1472,Tim Clark,75,70.738,272.2,74.02,64.3,0.025,0.061,0.086,1271,3,1,2014,2066344,RSA
1473,Tim Wilkinson,86,70.714,282.4,59.51,61.72,0.205,-0.078,0.127,498,3,0,2014,824179,NZL
1474,Tommy Gainey,73,71.51,294.0,57.92,64.01,0.019,-0.54,-0.521,311,1,0,2014,490590,USA
1475,Trevor Immelman,84,71.471,291.8,58.5,65.28,-0.474,0.157,-0.317,354,1,0,2014,447516,RSA
1476,Troy Matteson,62,72.237,296.7,53.09,61.97,-0.42200000000000004,-0.914,-1.337,238,1,0,2014,387796,USA
1477,Troy Merritt,62,70.9,285.2,61.43,65.05,0.024,-0.12300000000000001,-0.099,609,1,0,2014,882864,USA
1478,Tyrone Van Aswegen,79,71.07,290.0,53.54,64.17,0.017,-0.263,-0.247,355,0,0,2014,454856,RSA
1479,Vijay Singh,83,70.933,289.7,60.66,65.39,-0.579,0.5539999999999999,-0.025,800,1,0,2014,989028,FIJ
1480,Webb Simpson,87,70.234,288.5,62.24,65.28,0.3,0.58,0.88,525,9,1,2014,3539601,USA
